id,item_id,seller,title,oem_reference,price,currency,url,listing_start_date,status,end_date
31,257181789257,tiresworldcorp,1 Used Continental ProContact RX T3 ContiSilent 255/45R19 255/45/19 2554519 104W,N/A,$185.00,US,https://www.ebay.com/itm/257181789257?itmmeta=01KB24Y5SD16AXSSR4879BB9P8&hash=item3be13aac49%3Ag%3AWKQAAeSwpwBpAjNi&LH_ItemCondition=4,2025-11-27T10:57:38.140196,ACTIVE,
32,257204929461,tiresworldcorp,1 Used Pirelli Scorpion Zero A/S A8A PNCS 285/40ZR22 285/40/22 2854022 110Y,N/A,$240.00,US,https://www.ebay.com/itm/257204929461?itmmeta=01KB24Y5SDY5K1F5PKW5FTZZB0&hash=item3be29bc3b5%3Ag%3A9akAAeSwtmdpFQRc&LH_ItemCondition=4,2025-11-27T10:57:44.862034,ACTIVE,
33,257227595364,tiresworldcorp,1 Used Pirelli Pzero N1 PZ4 235/35ZR20 235/35/20 2353520 88Y,N/A,$180.00,US,https://www.ebay.com/itm/257227595364?itmmeta=01KB24Y5SD19NF4NPJDBD1T93M&hash=item3be3f59e64%3Ag%3A06sAAeSw9RhpJK%7E2&LH_ItemCondition=4,2025-11-27T10:57:51.981704,ACTIVE,
34,257221421849,tiresworldcorp,1 Used Pirelli Pzero ★ RSC RFT PZ4 275/40R21 275/40/21 2754021 107Y,N/A,$270.00,US,https://www.ebay.com/itm/257221421849?itmmeta=01KB24Y5SD1NMB068W2YCFQNFH&hash=item3be3976b19%3Ag%3APM0AAeSwYOFpIJgt&LH_ItemCondition=4,2025-11-27T10:57:58.969496,ACTIVE,
35,257221618405,tiresworldcorp,1 Used Pirelli Pzero II ★ PZ4 275/35R22 375/35/22 2753522 104Y,N/A,$230.00,US,https://www.ebay.com/itm/257221618405?itmmeta=01KB24Y5SDBGE5GX2WJXJB4ZQC&hash=item3be39a6ae5%3Ag%3ANI0AAeSw1x1pILjZ&LH_ItemCondition=4,2025-11-27T10:58:05.750564,ACTIVE,
36,257227599059,tiresworldcorp,1 Used Michelin Pilot Sport 4S 265/30ZR19 265/30/19 2653019 93Y,N/A,$215.00,US,https://www.ebay.com/itm/257227599059?itmmeta=01KB24Y5SDS06Z4M89H1C22D1X&hash=item3be3f5acd3%3Ag%3AzGgAAeSwFaZpJLEi&LH_ItemCondition=4,2025-11-27T10:58:14.495377,ACTIVE,
37,257221790965,tiresworldcorp,1 Used Pirelli Pzero II ★ PZ4 315/30R22 315/30/22 3153022 107Y,N/A,$190.00,US,https://www.ebay.com/itm/257221790965?itmmeta=01KB24Y5SDVR8AD2008VW0000V&hash=item3be39d0cf5%3Ag%3AfoMAAeSwpKVpINYo&LH_ItemCondition=4,2025-11-27T10:58:21.832034,ACTIVE,
38,257181776360,tiresworldcorp,1 Used Pirelli Pzero ★ ELECT PNCS PZ4 275/40R22 275/40/22 2754022 107Y,N/A,$190.00,US,https://www.ebay.com/itm/257181776360?itmmeta=01KB24Y5SD8PWX9QD2Z3RNA0PS&hash=item3be13a79e8%3Ag%3AL5YAAeSwTsRpAi9e&LH_ItemCondition=4,2025-11-27T10:58:29.258320,ACTIVE,
39,257227652236,tiresworldcorp,2 Used Michelin Pilot Sport 4S ★ 275/35ZR19 275/35/19 2753519 100Y,N/A,$435.00,US,https://www.ebay.com/itm/257227652236?itmmeta=01KB24Y5SDRTC97KRVKYDBQ48Q&hash=item3be3f67c8c%3Ag%3AGeYAAeSwtiJpJL0Y&LH_ItemCondition=4,2025-11-27T10:58:36.846948,ACTIVE,
40,257221797045,tiresworldcorp,1 Used Michelin Pilot Sport 4S ★ 265/40ZR21 265/40/21 2654021 105Y,N/A,$220.00,US,https://www.ebay.com/itm/257221797045?itmmeta=01KB24Y5SD8W91RVG8EWZX6TXV&hash=item3be39d24b5%3Ag%3A2TEAAeSwmTZpINf-&LH_ItemCondition=4,2025-11-27T10:58:44.063127,ACTIVE,
41,257215290156,tiresworldcorp,1 Used Continental SportContact6 AO ContiSilent 275/30ZR20 275/30/20 2753020 97Y,N/A,$195.00,US,https://www.ebay.com/itm/257215290156?itmmeta=01KB24Y5SDESK2PKK53KANKCHW&hash=item3be339db2c%3Ag%3AeXUAAeSw5zhpHJZ-&LH_ItemCondition=4,2025-11-27T10:58:49.287370,ACTIVE,
42,257181785393,tiresworldcorp,1 Used ContinentalSportContact7 AO ContiSilent 285/30ZR22 285/30/22 2853022 101Y,N/A,$210.00,US,https://www.ebay.com/itm/257181785393?itmmeta=01KB24Y5SD81676PGGEJEPKGF9&hash=item3be13a9d31%3Ag%3AS2cAAeSwYxhpAjKV&LH_ItemCondition=4,2025-11-27T10:58:54.412260,ACTIVE,
43,257204904617,tiresworldcorp,1 Used Pirelli Pzero Corsa NO PZC4 315/30ZR22 315/30/22 3153022 107Y,N/A,$195.00,US,https://www.ebay.com/itm/257204904617?itmmeta=01KB24Y5SECQXK8FV8V5RZK597&hash=item3be29b62a9%3Ag%3AtwoAAeSwYNtpFP%7ET&LH_ItemCondition=4,2025-11-27T10:58:59.770138,ACTIVE,
44,257180444240,tiresworldcorp,1 Used Pirelli Pzero II ★ PZ4 315/30R22 315/30/22 3153022 107Y,N/A,$195.00,US,https://www.ebay.com/itm/257180444240?itmmeta=01KB24Y5SEXQ42QBDARHC45H5Z&hash=item3be1262650%3Ag%3AslYAAeSwWZZpAThR&LH_ItemCondition=4,2025-11-27T10:59:07.877407,ACTIVE,
45,257086284564,tiresworldcorp,2 Used GoodYear Eagle F1 SuperSport NAO 315/30ZR21 315/30/21 3153021 105Y,N/A,$300.00,US,https://www.ebay.com/itm/257086284564?itmmeta=01KB24Y5SEGSSCX78N3EWCVPFE&hash=item3bdb896314%3Ag%3ADyAAAeSwncNosgeW&LH_ItemCondition=4,2025-11-27T10:59:13.628289,ACTIVE,
46,257161450894,tiresworldcorp,2 Used Continental ContiSportContact5P RO1 PNCS 265/30R20 265/30/20 2653020 94Y,N/A,$280.00,US,https://www.ebay.com/itm/257161450894?itmmeta=01KB24Y5SEWYQVBMGM223BKACT&hash=item3be004558e%3Ag%3AaRMAAeSwmENo8pyV&LH_ItemCondition=4,2025-11-27T10:59:20.584968,ACTIVE,
47,257155697856,tiresworldcorp,2 Used Continental CrossContact LX Sport AO 285/40R22 285/40/22 2854022 110H,N/A,$300.00,US,https://www.ebay.com/itm/257155697856?itmmeta=01KB24Y5SEP9NCWSRTACJ9087J&hash=item3bdfac8cc0%3Ag%3AXCoAAeSw0lVo7Wcb&LH_ItemCondition=4,2025-11-27T10:59:27.729099,ACTIVE,
48,257155595376,tiresworldcorp,1 Used Continental CrossContact LX Sport MO 315/40R21 315/40/21 3154021 111H,N/A,$180.00,US,https://www.ebay.com/itm/257155595376?itmmeta=01KB24Y5SET9X8E8AN3FXCW9M8&hash=item3bdfaafc70%3Ag%3A5zoAAeSw649o7VK5&LH_ItemCondition=4,2025-11-27T10:59:33.283569,ACTIVE,
49,256982780886,tiresworldcorp,1 Used (LIKE NEW) Pirelli Scorpion Zero A/S NCO 315/40R21 315/40/21 3154021 115V,N/A,$205.00,US,https://www.ebay.com/itm/256982780886?itmmeta=01KB24Y5SEHMPH55QGY1ET0FMK&hash=item3bd55e0bd6%3Ag%3A18QAAOSw0T1oVGnZ&LH_ItemCondition=4,2025-11-27T10:59:38.428607,ACTIVE,
50,257019585243,tiresworldcorp,1 Used Continental CrossContact LX Sport AO 285/45R21 285/45/21 2854521 113H,N/A,$165.00,US,https://www.ebay.com/itm/257019585243?itmmeta=01KB24Y5SE2KH802J3XX1ZF83G&hash=item3bd78fa2db%3Ag%3AgT0AAeSw9sJoeAfI&LH_ItemCondition=4,2025-11-27T10:59:45.337320,ACTIVE,
51,256911651552,tiresworldcorp,1 Used Continental CrossContact LX Sport T1 SILENT 275/45R20 275/45/20 2754520,N/A,$164.00,US,https://www.ebay.com/itm/256911651552?itmmeta=01KB24Y5SE0VAAD9C3DTCT9TAV&hash=item3bd120b2e0%3Ag%3AqaMAAOSwLoRoESqp&LH_ItemCondition=4,2025-11-27T10:59:51.687471,ACTIVE,
52,256973300968,tiresworldcorp,1 Used Bridestone Ecopia H/L 422Plus 235/55R20 235/55/20 2355520 102V,N/A,$265.00,US,https://www.ebay.com/itm/256973300968?itmmeta=01KB24Y5SE80YKRWRK1APA9PHD&hash=item3bd4cd64e8%3Ag%3ARvgAAOSwjmdoSvmR&LH_ItemCondition=4,2025-11-27T10:59:57.197829,ACTIVE,
53,257091516111,tiresworldcorp,1 Used Pirelli Pzero Corsa Asimmetrico 2 345/30ZR20 345/30/20 3453020 106Y,N/A,$250.00,US,https://www.ebay.com/itm/257091516111?itmmeta=01KB24Y5SE30RDYXKT7K5CQ3J3&hash=item3bdbd936cf%3Ag%3AX%7EAAAeSwYyhot02f&LH_ItemCondition=4,2025-11-27T11:00:07.102036,ACTIVE,
